VideoName,Class,StartTime,EndTime,Id
20161101205058500@DVR-SPARE_Ch1.wmv,conf,000000,000145,01
20161101205058500@DVR-SPARE_Ch1.wmv,tubo,000145,000612,02
20161101205058500@DVR-SPARE_Ch1.wmv,nada,000612,000615,03
20161101205058500@DVR-SPARE_Ch1.wmv,tubo,000615,000640,04
20161101205058500@DVR-SPARE_Ch1.wmv,nada,000640,000646,05
20161101205058500@DVR-SPARE_Ch1.wmv,tubo,000646,001019,06
20161101205058500@DVR-SPARE_Ch1.wmv,nada,001019,001024,07
20161101205058500@DVR-SPARE_Ch1.wmv,tubo,001024,001035,08
20161101205058500@DVR-SPARE_Ch1.wmv,nada,001035,001039,09
20161101205058500@DVR-SPARE_Ch1.wmv,tubo,001039,001225,10
20161101205058500@DVR-SPARE_Ch1.wmv,nada,001225,001242,11
20161101205058500@DVR-SPARE_Ch1.wmv,tubo,001242,001357,12
20161101205058500@DVR-SPARE_Ch1.wmv,nada,001357,001411,13
20161101205058500@DVR-SPARE_Ch1.wmv,tubo,001412,003000,14
