VideoName,Class,StartTime,EndTime,Id
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,000000,000657,01
20161101212059250@DVR-SPARE_Ch1.wmv,nada,000657,000704,02
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,000705,000713,03
20161101212059250@DVR-SPARE_Ch1.wmv,nada,000714,000719,04
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,000719,000723,05
20161101212059250@DVR-SPARE_Ch1.wmv,nada,000723,000738,06
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,000738,000743,07
20161101212059250@DVR-SPARE_Ch1.wmv,nada,000743,000755,08
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,000755,000900,09
20161101212059250@DVR-SPARE_Ch1.wmv,nada,000900,001210,10
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,001210,001246,11
20161101212059250@DVR-SPARE_Ch1.wmv,nada,001247,001309,12
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,001309,001628,13
20161101212059250@DVR-SPARE_Ch1.wmv,nada,001629,001739,14
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,001739,001755,15
20161101212059250@DVR-SPARE_Ch1.wmv,nada,001756,001819,16
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,001819,002050,17
20161101212059250@DVR-SPARE_Ch1.wmv,nada,002050,002101,18
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,002101,002117,19
20161101212059250@DVR-SPARE_Ch1.wmv,nada,002117,002119,20
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,002119,002124,21
20161101212059250@DVR-SPARE_Ch1.wmv,nada,002124,002126,22
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,002126,002140,23
20161101212059250@DVR-SPARE_Ch1.wmv,nada,002140,002142,24
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,002142,002150,25
20161101212059250@DVR-SPARE_Ch1.wmv,nada,002150,002152,26
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,002152,002154,27
20161101212059250@DVR-SPARE_Ch1.wmv,nada,002154,002156,28
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,002156,002210,29
20161101212059250@DVR-SPARE_Ch1.wmv,nada,002210,002216,30
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,002216,002322,31
20161101212059250@DVR-SPARE_Ch1.wmv,nada,002322,002325,32
20161101212059250@DVR-SPARE_Ch1.wmv,tubo,002325,003031,33
