VideoName,Class,StartTime,EndTime,Id
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,conf,000000,000016,01
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,tubo,000016,000751,02
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,000751,000754,03
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,tubo,000754,001626,04
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,001626,001628,05
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,tubo,001628,001656,06
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,001656,001708,07
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,tubo,001708,002443,08
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,002443,002534,09
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,tubo,002534,003555,10
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,003555,003618,11
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,tubo,003618,003930,12
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,conf,003930,003946,13
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,003946,004016,14
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,tubo,004016,004450,15
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,004450,004517,16
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,tubo,004517,004639,17
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,004639,005311,18
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,conf,005311,010126,19
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,010126,010137,20
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,conf,010137,010213,21
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,010213,010312,22
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,conf,010312,010652,23
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,010652,010828,24
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,conf,010828,011206,25
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,011206,011215,26
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,conf,011215,011604,27
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,011604,011618,28
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,conf,011618,011821,29
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,011821,011836,30
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,conf,011836,015135,31
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,015135,015358,32
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,tubo,015358,015431,33
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,015431,015620,32
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,conf,015620,015624,33
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,015624,015700,34
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,conf,015700,015705,35
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,015705,015729,36
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,conf,015729,015737,37
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,tubo,015737,015955,38
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,015955,020010,39
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,tubo,020010,020020,40
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,020020,020031,41
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,tubo,020031,020113,42
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,020113,020133,43
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,tubo,020133,020211,44
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,conf,020211,020700,45
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,nada,020700,020823,46
CIMRL10-676_OK/PIDF-1 PO MRL-021_parte2.mpg,conf,020823,020850,47
