VideoName,Class,StartTime,EndTime,Id
20161101232103406@DVR-SPARE_Ch1.wmv,tubo,000000,002340,01
20161101232103406@DVR-SPARE_Ch1.wmv,nada,002340,002345,02
20161101232103406@DVR-SPARE_Ch1.wmv,tubo,002345,002400,03
20161101232103406@DVR-SPARE_Ch1.wmv,nada,002400,002431,04
20161101232103406@DVR-SPARE_Ch1.wmv,tubo,002431,002441,05
20161101232103406@DVR-SPARE_Ch1.wmv,nada,002441,002530,06
20161101232103406@DVR-SPARE_Ch1.wmv,tubo,002530,002622,07
20161101232103406@DVR-SPARE_Ch1.wmv,nada,002622,002624,08
20161101232103406@DVR-SPARE_Ch1.wmv,tubo,002624,002742,09
20161101232103406@DVR-SPARE_Ch1.wmv,nada,002742,002810,10
20161101232103406@DVR-SPARE_Ch1.wmv,tubo,002810,002815,11
20161101232103406@DVR-SPARE_Ch1.wmv,nada,002815,002902,12
20161101232103406@DVR-SPARE_Ch1.wmv,tubo,002902,003002,13
