VideoName,Class,StartTime,EndTime,Id
20161102055349515@DVR-SPARE_Ch1.wmv,nada,000000,000100,01
20161102055349515@DVR-SPARE_Ch1.wmv,tubo,000100,000142,02
20161102055349515@DVR-SPARE_Ch1.wmv,conf,000142,000152,03
20161102055349515@DVR-SPARE_Ch1.wmv,tubo,000152,000242,04
20161102055349515@DVR-SPARE_Ch1.wmv,conf,000242,000251,05
20161102055349515@DVR-SPARE_Ch1.wmv,tubo,000251,000314,06
20161102055349515@DVR-SPARE_Ch1.wmv,nada,000314,000321,07
20161102055349515@DVR-SPARE_Ch1.wmv,tubo,000321,000417,08
20161102055349515@DVR-SPARE_Ch1.wmv,conf,000417,000501,09
20161102055349515@DVR-SPARE_Ch1.wmv,tubo,000501,000528,10
20161102055349515@DVR-SPARE_Ch1.wmv,nada,000528,000633,11
20161102055349515@DVR-SPARE_Ch1.wmv,tubo,000633,000940,12
20161102055349515@DVR-SPARE_Ch1.wmv,nada,000940,000944,13
20161102055349515@DVR-SPARE_Ch1.wmv,tubo,000944,001116,14
20161102055349515@DVR-SPARE_Ch1.wmv,conf,001116,001346,15
20161102055349515@DVR-SPARE_Ch1.wmv,tubo,001346,001403,16
20161102055349515@DVR-SPARE_Ch1.wmv,conf,001403,001742,17
20161102055349515@DVR-SPARE_Ch1.wmv,tubo,001742,002008,18
