VideoName,Class,StartTime,EndTime,Id
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,tubo,000000,000015,01
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,nada,000015,000026,02
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,conf,000026,000034,03
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,nada,000034,000036,04
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,tubo,000036,000105,05
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,nada,000105,000516,06
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,tubo,000516,000727,07
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,nada,000727,000733,08
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,tubo,000733,000738,09
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,nada,000738,000741,10
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,tubo,000741,000748,11
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,nada,000748,000751,12
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,tubo,000751,000758,13
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,nada,000758,000801,14
GHmls16-263_OK/DVD-1/20161102000728984@DVR-SPARE_Ch1.wmv,tubo,000801,003001,15
