VideoName,Class,StartTime,EndTime,Id
GHmls16-263_OK/DVD-1/20161101212059250@DVR-SPARE_Ch1.wmv,tubo,000000,000021,01
GHmls16-263_OK/DVD-1/20161101212059250@DVR-SPARE_Ch1.wmv,nada,000021,000030,02
GHmls16-263_OK/DVD-1/20161101212059250@DVR-SPARE_Ch1.wmv,tubo,000030,000038,03
GHmls16-263_OK/DVD-1/20161101212059250@DVR-SPARE_Ch1.wmv,nada,000038,000041,04
GHmls16-263_OK/DVD-1/20161101212059250@DVR-SPARE_Ch1.wmv,tubo,000041,000107,05
GHmls16-263_OK/DVD-1/20161101212059250@DVR-SPARE_Ch1.wmv,nada,000107,000229,06
GHmls16-263_OK/DVD-1/20161101212059250@DVR-SPARE_Ch1.wmv,conf,000229,000234,07
GHmls16-263_OK/DVD-1/20161101212059250@DVR-SPARE_Ch1.wmv,nada,000234,000303,08
GHmls16-263_OK/DVD-1/20161101212059250@DVR-SPARE_Ch1.wmv,tubo,000303,000332,09
GHmls16-263_OK/DVD-1/20161101212059250@DVR-SPARE_Ch1.wmv,nada,000332,000428,10
