VideoName,Class,StartTime,EndTime,Id
GHmls16-263_OK/DVD-1/20161101205058500@DVR-SPARE_Ch1.wmv,conf,000000,000145,01
GHmls16-263_OK/DVD-1/20161101205058500@DVR-SPARE_Ch1.wmv,tubo,000145,000612,02
GHmls16-263_OK/DVD-1/20161101205058500@DVR-SPARE_Ch1.wmv,nada,000612,000615,03
GHmls16-263_OK/DVD-1/20161101205058500@DVR-SPARE_Ch1.wmv,tubo,000615,000640,04
GHmls16-263_OK/DVD-1/20161101205058500@DVR-SPARE_Ch1.wmv,nada,000640,000646,05
GHmls16-263_OK/DVD-1/20161101205058500@DVR-SPARE_Ch1.wmv,tubo,000646,001019,06
GHmls16-263_OK/DVD-1/20161101205058500@DVR-SPARE_Ch1.wmv,nada,001019,001024,07
GHmls16-263_OK/DVD-1/20161101205058500@DVR-SPARE_Ch1.wmv,tubo,001024,001035,08
GHmls16-263_OK/DVD-1/20161101205058500@DVR-SPARE_Ch1.wmv,nada,001035,001039,09
GHmls16-263_OK/DVD-1/20161101205058500@DVR-SPARE_Ch1.wmv,tubo,001039,001225,10
GHmls16-263_OK/DVD-1/20161101205058500@DVR-SPARE_Ch1.wmv,nada,001225,001242,11
GHmls16-263_OK/DVD-1/20161101205058500@DVR-SPARE_Ch1.wmv,tubo,001242,001357,12
GHmls16-263_OK/DVD-1/20161101205058500@DVR-SPARE_Ch1.wmv,nada,001357,001411,13
GHmls16-263_OK/DVD-1/20161101205058500@DVR-SPARE_Ch1.wmv,tubo,001412,003000,14
