VideoName,Class,StartTime,EndTime,Id
GHmls16-263_OK/DVD-4/20161106091420250@DVR-SPARE_Ch1.wmv,tubo,000000,000054,01
GHmls16-263_OK/DVD-4/20161106091420250@DVR-SPARE_Ch1.wmv,nada,000054,000103,02
GHmls16-263_OK/DVD-4/20161106091420250@DVR-SPARE_Ch1.wmv,tubo,000103,000121,03
GHmls16-263_OK/DVD-4/20161106091420250@DVR-SPARE_Ch1.wmv,nada,000121,000203,04
GHmls16-263_OK/DVD-4/20161106091420250@DVR-SPARE_Ch1.wmv,tubo,000203,000210,05
GHmls16-263_OK/DVD-4/20161106091420250@DVR-SPARE_Ch1.wmv,nada,000210,000215,06
GHmls16-263_OK/DVD-4/20161106091420250@DVR-SPARE_Ch1.wmv,tubo,000215,000542,07
GHmls16-263_OK/DVD-4/20161106091420250@DVR-SPARE_Ch1.wmv,nada,000542,000549,08
GHmls16-263_OK/DVD-4/20161106091420250@DVR-SPARE_Ch1.wmv,tubo,000549,000950,09
GHmls16-263_OK/DVD-4/20161106091420250@DVR-SPARE_Ch1.wmv,nada,000950,001007,10
GHmls16-263_OK/DVD-4/20161106091420250@DVR-SPARE_Ch1.wmv,tubo,001007,003000,11
