VideoName,Class,StartTime,EndTime,Id
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,nada,000000,000013,01
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,conf,000013,000025,02
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,nada,000025,001212,03
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,tubo,001212,001249,04
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,nada,001249,001308,05
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,conf,001308,001348,06
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,nada,001348,001436,07
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,conf,001436,001510,08
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,tubo,001510,001628,09
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,conf,001628,001648,10
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,tubo,001648,001946,11
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,nada,01946,002249,12
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,tubo,002249,002309,13
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,nada,002309,002334,14
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,tubo,002334,002344,15
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,nada,002344,002405,16
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,tubo,002405,002500,17
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,conf,002500,002512,18
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,nada,002512,002552,19
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 19.32.32_C1.wmv,conf,002552,003003,20
