VideoName,Class,StartTime,EndTime,Id
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,conf,000000,000012,01
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,nada,000012,000058,02
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,conf,000058,000203,03
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,nada,000203,000239,04
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,conf,000239,000400,05
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,nada,000400,000512,06
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,tubo,000512,000849,07
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,conf,000849,000858,08
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,tubo,000858,000910,09
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,nada,000910,000936,10
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,tubo,000936,001146,11
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,conf,001146,001152,12
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,nada,001152,001219,13
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,conf,001219,001244,14
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,tubo,001244,001300,15
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,conf,001300,001308,16
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,nada,001308,001337,17
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,conf,001337,001359,18
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,tubo,001359,001421,19
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,nada,001421,001524,20
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,tubo,001524,001554,21
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,conf,001554,001721,22
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,tubo,001721,001738,23
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,conf,001738,001744,24
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,nada,001744,001809,25
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,conf,001809,002541,26
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,nada,002541,002555,27
TVILL16-054_OK/DVD-1/Dive 420 16-02-24 20.02.35_C1.wmv,conf,002555,003004,28
